Suburb,Address,Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,CouncilArea
Dandenong,17 Lenaro St,3,h,1830000,11.4,2,2,687,237,1983,-37.8931,145.0479,Glen Eira City Council
Donvale,9 Kevin Ct,4,u,455000,11.4,1,1,0,73,1970,-37.8897,145.0524,Glen Eira City Council
Epping,1 Discovery Pl,4,u,415000,11.4,1,1,0,64,1970,-37.8889,145.048,Glen Eira City Council
Glenroy,298 Waterloo Rd,4,h,1880000,11.4,2,3,932,270,1970,-37.8975,145.0478,Glen Eira City Council
Greensborough,165 Elder St,3,u,585000,11.4,1,1,108,67,1970,-37.8973,145.0596,Glen Eira City Council
Greenvale,33 Positano Gr,4,h,1518000,11.4,3,2,454,275,2000,-37.8869,145.0628,Glen Eira City Council
Hallam,64 Frawley Rd,3,u,796000,10.1,1,2,0,86,1975,-37.88415,145.0514,Glen Eira City Council
Hawthorn East,8 Hallcroft Pl,2,h,1550000,10.1,2,2,557,200,1930,-37.89584,145.04741,Glen Eira City Council
Keysborough,8 Cromwell Ct,4,t,1100000,12.1,3,2,286,160,1990,-37.8958,145.0696,Glen Eira City Council
Mill Park,411 Childs Rd,3,u,975000,12.1,2,1,277,109,1975,-37.8936,145.0709,Glen Eira City Council
Montmorency,48 Para Rd,5,u,256500,12.1,1,1,0,37,1966,-37.8944,145.0733,Glen Eira City Council
Newport,104 Champion Rd,2,h,861500,12.1,2,1,293,125,2004,-37.9033,145.0727,Glen Eira City Council
Newport,72 Graham St,3,u,603000,12.1,1,1,102,92,1960,-37.8894,145.0679,Glen Eira City Council
Newport,7 Melrose St,3,h,1800000,12.1,2,2,990,267,2003,-37.8916,145.0753,Glen Eira City Council
Oakleigh South,338 Huntingdale Rd,4,u,640000,10.4,1,1,1784,110,1970,-37.8966,145.0453,Glen Eira City Council
Oakleigh South,596 Warrigal Rd,4,u,1042000,10.1,2,2,0,122,2008,-37.89622,145.06032,Glen Eira City Council
Point Cook,46 Dingo St,3,t,470000,10.1,1,1,0,76,2000,-37.89018,145.06865,Glen Eira City Council
Point Cook,4 Teeside Ct,4,u,330000,11.4,1,1,0,46,1960,-37.8944,145.0616,Glen Eira City Council
Reservoir,167 Albert St,3,u,577000,11.4,1,1,0,84,1965,-37.8866,145.0561,Glen Eira City Council
Roxburgh Park,33 Edgecombe Wy,4,h,1435000,10.1,2,2,430,161,1938,-37.90008,145.06187,Glen Eira City Council
Seddon,22 Margaret St,2,u,540000,10.1,1,1,80,67,1970,-37.89563,145.06992,Glen Eira City Council
Surrey Hills,102 Empress Rd,3,h,1800000,13.8,3,3,697,243,1960,-37.91865,145.05418,Glen Eira City Council
Taylors Hill,23 Eloura Cct,3,h,1160000,13.8,1,3,560,200,1960,-37.93016,145.0726,Glen Eira City Council
Taylors Hill,17 Willowood Ct,4,h,1000000,13.8,2,3,402,99,1970,-37.92066,145.0669,Glen Eira City Council
Truganina,21 Montezuma Av,4,h,1420000,13.8,2,2,638,156,1960,-37.92176,145.07477,Glen Eira City Council
Oakleigh South,8 Lido Ct,3,h,1430000,13.8,1,3,580,94,1950,-37.91766,145.05294,Glen Eira City Council
Oakleigh South,4 Dalgan St,4,h,1250000,13.8,1,4,592,135,1960,-37.91795,145.07162,Glen Eira City Council
Southbank,4/5 Miles St,2,h,1600000,13.8,1,4,700,200,1960,-37.90967,145.05948,Glen Eira City Council
Southbank,51/88 Wells St,2,u,535000,13.9,1,1,1026,68.1,1970,-37.911,145.0711,Glen Eira City Council
Spotswood,1/39 Stephenson St,3,h,825000,13.9,2,1,176,125,2008,-37.9237,145.0763,Glen Eira City Council
Toorak,2/619 Toorak Rd,2,h,1220000,13.9,2,2,585,178,1950,-37.9167,145.0771,Glen Eira City Council
Williamstown North,2/60 Kororoit Creek Rd,3,h,1200000,13.9,2,2,619,191,1960,-37.9358,145.0688,Glen Eira City Council
Williamstown North,5 Nicosia Ct,3,t,1060000,13.9,3,1,313,166,1960,-37.9164,145.0765,Glen Eira City Council
Windsor,14/27 Lewisham Rd,2,t,860000,13.9,2,1,254,117,1995,-37.9227,145.0558,Glen Eira City Council
Yallambie,14 Borlase St,5,h,780000,13.9,2,2,421,126,1950,-37.9168,145.0809,Glen Eira City Council
West Melbourne,3/212 Roden St,2,h,1690000,13.9,2,2,700,165,1950,-37.9117,145.0534,Glen Eira City Council
Balwyn North,2/43 Sutton St,3,t,1045000,13.9,2,1,316,190,2010,-37.9198,145.0789,Glen Eira City Council
Bayswater,18B Orchard Rd,3,h,835000,13.9,1,1,250,105,1980,-37.9087,145.0537,Glen Eira City Council
Bentleigh East,1 Gladesville Dr,5,u,920000,13.9,2,1,388,123,2007,-37.9329,145.053,Glen Eira City Council
Brighton,20 Byron St,3,u,485000,13.9,2,2,0,83,2011,-37.9292,145.0708,Glen Eira City Council
Brighton East,18 Centre Rd,4,u,870000,13.9,2,2,365,150,2011,-37.9225,145.0754,Glen Eira City Council
Broadmeadows,1/124 Cuthbert St,3,h,1550000,13.9,3,2,583,296,2007,-37.9143,145.0699,Glen Eira City Council
Camberwell,6/9 Eddy St,2,h,1320000,13.9,1,1,593,94,1950,-37.9178,145.067,Glen Eira City Council
Camberwell,4/924 Toorak Rd,3,h,1472500,13.9,2,2,592,219,2013,-37.9351,145.0572,Glen Eira City Council
Cheltenham,2/14 Jack Rd,3,h,1020000,13.8,1,2,597,115,1959,-37.93574,145.06169,Glen Eira City Council
Craigieburn,13 Brampton Cl,3,t,1050000,13.8,2,3,248,184,1970,-37.93682,145.0762,Glen Eira City Council
Dandenong North,110 Gladstone Rd,3,h,1220000,13.8,2,2,611,188,1950,-37.93228,145.07026,Glen Eira City Council
Diamond Creek,17 Norma St,2,h,1580000,13.8,2,2,604,175,1950,-37.91327,145.07917,Glen Eira City Council
Doreen,33 Starboard Dr,3,t,1260000,13.8,2,2,669,138,1960,-37.91289,145.08065,Glen Eira City Council
Epping,59 Greenfields Dr,4,h,1470000,13.8,2,2,616,154,1960,-37.91506,145.07121,Glen Eira City Council
Essendon West,6 Bourke St,3,h,1475000,12.3,2,3,548,157,1920,-37.90403,145.08118,Monash City Council
Footscray,10/30 Pickett St,1,h,875000,12.3,2,2,295,144,2006,-37.90088,145.11692,Monash City Council
Frankston North,17 Windoo St,3,h,1570000,12.3,2,1,455,170,1900,-37.9016,145.08294,Monash City Council
Gisborne,3 Sansom St,4,h,1205000,12.3,2,4,622,0,1960,-37.90823,145.10851,Monash City Council
Hampton,46/15 Beach Rd,3,h,1610000,12.3,2,2,592,193,1950,-37.90821,145.09314,Monash City Council
Hawthorn,63 Liddiard St,4,h,1114000,12.3,1,1,703,90,1960,-37.90241,145.12378,Monash City Council
Keilor Downs,3 Medina Rd,3,h,1055000,13,1,1,562,97,1930,-37.9022,145.0811,Monash City Council
Kensington,17/120 Newman St,3,u,623000,13,1,1,101,90,1970,-37.8988,145.0781,Monash City Council
Kensington,9/11 Smith St,2,u,420000,13,1,1,0,70,2010,-37.9008,145.0859,Monash City Council
Maidstone,14/4 Crefden St,1,h,677500,13,1,4,575,83,1950,-37.9084,145.0775,Monash City Council
Mitcham,29 Fuller St,3,h,1750000,12.3,2,2,546,313,1935,-37.90465,145.08894,Monash City Council
Mount Waverley,12 Holskamp St,3,h,305000,14,1,1,0,80,1960,-37.8994,145.0955,Monash City Council
Mount Waverley,24 Sunnyside Rd,3,h,1033000,14,1,2,548,115,1975,-37.8951,145.101,Monash City Council
Newport,2A Gordon St,2,u,633500,14,2,2,279,95,1930,-37.9001,145.1009,Monash City Council
Pascoe Vale,1 Virginia St,4,h,1180000,14,1,2,604,183,1965,-37.9087,145.0886,Monash City Council
Reservoir,111 Boldrewood Pde,3,h,1600000,14,3,2,695,305,2015,-37.8973,145.0979,Monash City Council
Seaford,3/7 East Rd,3,h,875000,12.3,1,0,419,76,1920,-37.89721,145.09792,Monash City Council
South Morang,15 Ferncroft Dr,4,h,1546000,12.3,2,2,541,190,1920,-37.90114,145.10357,Monash City Council
St Albans,12 Altyre Ct,3,u,774000,15.5,2,2,0,147,2000,-37.91121,145.09598,Kingston City Council
St Kilda,15/2 Redan St,1,h,875000,14.7,2,1,258,105,1999,-37.9156,145.0879,Kingston City Council
Sunbury,60 Heysen Dr,3,h,900000,14.7,2,2,558,239,1987,-37.9366,145.0954,Kingston City Council
Surrey Hills,1093 Riversdale Rd,3,h,850500,14.7,1,2,531,118,1962,-37.9303,145.082,Kingston City Council
Tarneit,2 Skylark Ct,3,h,1126000,14.7,2,2,530,242,1980,-37.935,145.083,Kingston City Council
Templestowe Lower,30 John St,5,h,962500,15.5,1,2,534,130,1965,-37.93761,145.08564,Kingston City Council
Thornbury,329 Gillies St,4,h,1000000,15.5,2,2,702,174,1970,-37.91383,145.10332,Kingston City Council
Viewbank,34 Toumlin Gr,3,h,813500,15.5,2,2,536,185,1980,-37.93006,145.08143,Kingston City Council
Wyndham Vale,5 Dakara Ct,3,h,770000,14.7,1,1,590,132,1960,-37.918,145.085,Kingston City Council
Aberfeldie,5/257 Buckley St,2,h,1410000,14.7,2,4,590,161,1950,-37.9316,145.0821,Kingston City Council
Armadale,20 Cambridge St,3,u,780000,16.7,2,1,318,103,2000,-37.91712,145.13625,Monash City Council
Ascot Vale,27 Hurtle St,3,h,1241000,17.5,2,2,625,625,1950,-37.92801,145.1057,Kingston City Council
Ashburton,93A Ashburn Gr,4,h,955000,17.5,1,2,785,97,1960,-37.93474,145.11918,Kingston City Council
Ashburton,20 Ward St,4,h,1150000,17.5,2,4,628,149,1955,-37.92851,145.10948,Kingston City Council
Bentleigh,39A McArthur St,4,h,877500,17.5,2,3,598,154,1970,-37.95962,145.13565,Kingston City Council
Bentleigh East,23 Manuka St,4,h,845000,18.8,1,3,650,152,1970,-37.92092,145.17123,Monash City Council
Blackburn,48 Elder St,4,h,9000000,18.8,1,1,744,117,1960,-37.93168,145.16126,Monash City Council
Bonbeach,1/23 Bondi Rd,3,h,1001000,18.8,1,2,727,168,1970,-37.9128,145.16152,Monash City Council
Briar Hill,1/3 Campbell Rd,2,h,820000,20.8,1,2,650,94,1955,-37.93546,145.15451,Greater Dandenong City Council
Brighton East,3 Bown Ct,5,h,650000,20.8,2,2,616,83,1970,-37.93775,145.17345,Greater Dandenong City Council
Brunswick,369 Barkly St,2,h,806000,22.2,2,1,539,134,1968,-37.98086,145.11993,Kingston City Council
Brunswick,34A Downs St,2,h,1100000,22.2,2,2,840,237,1980,-37.97824,145.12949,Kingston City Council
Brunswick East,271 Edward St,2,h,1000000,22.2,2,2,528,209,2001,-37.98687,145.12709,Kingston City Council
Cairnlea,2 Woodsdale Ct,4,h,816000,22.2,2,2,533,122,1980,-37.986,145.12035,Kingston City Council
Carnegie,163 Oakleigh Rd,3,h,900000,22.2,2,2,572,174,1970,-37.98068,145.13389,Kingston City Council
Carrum,3 Walkers Rd,4,h,870000,22.2,2,3,532,148,1975,-37.9796,145.12432,Kingston City Council
Cheltenham,1/31 Cavanagh St,2,h,880000,22.2,2,2,531,151,1970,-37.98269,145.12811,Kingston City Council
Coburg,1/185 Moreland Rd,3,h,771000,25.2,1,1,539,126,1969,-37.98916,145.17233,Greater Dandenong City Council
Dingley Village,138 Howard Rd,3,h,930000,25.2,2,2,443,201,2014,-38.00009,145.16959,Greater Dandenong City Council
Doncaster,33 Clay Dr,4,h,745000,25.2,2,1,624,159,1969,-37.9887,145.16158,Greater Dandenong City Council
Elsternwick,6/26 Parkside St,2,h,800000,25.2,2,2,438,160,1975,-37.98588,145.16307,Greater Dandenong City Council
Elwood,4/193 Brighton Rd,2,h,631000,24.7,1,1,557,135,1980,-37.96877,145.22082,Greater Dandenong City Council
Camberwell,5 Maple Cr,4,h,717000,24.7,2,1,696,136,1980,-37.94694,145.21876,Greater Dandenong City Council
Carlton North,17 Shakespeare St,2,h,775000,24.7,3,2,736,170,1975,-37.94059,145.20472,Greater Dandenong City Council
Carrum Downs,21 Hellenic Ct,4,h,570000,24.7,2,2,558,109,1960,-37.98046,145.20487,Greater Dandenong City Council
Carrum Downs,13 Rundle Dr,3,h,645000,24.7,1,3,553,134,1960,-37.99994,145.20786,Greater Dandenong City Council
Caulfield South,14 Jupiter St,3,h,627000,24.7,1,1,610,120,1970,-37.96322,145.20586,Greater Dandenong City Council
Caulfield South,17 Sheffield St,2,h,510000,24.7,2,1,673,125,1995,-37.98096,145.22621,Greater Dandenong City Council
Chadstone,9 Binalong Av,3,h,472500,28.8,1,2,590,74,1960,-37.99715,145.23526,Casey City Council
Cheltenham,25 Monterey Dr,3,h,670000,28.8,1,1,578,97,1960,-37.99478,145.23681,Casey City Council
Coburg,26 McKay St,2,h,735000,23.5,2,1,721,143,1984,-37.91713,145.24706,Knox City Council
Craigieburn,57 Dorchester St,3,h,865000,23.5,2,2,505,150,1994,-37.93609,145.24614,Knox City Council
Deer Park,36 Jonah Pde,4,h,956000,23.5,2,4,725,200,1980,-37.922,145.25426,Knox City Council
Dingley Village,8 Kathrin Av,3,h,890000,22.2,1,2,724,116,1980,-37.88953,145.22056,Knox City Council
Dingley Village,22 Pickworth Dr,3,h,1040000,22.2,2,2,1134,152,1970,-37.89496,145.23404,Knox City Council
Dingley Village,28 Shelford Gr,3,h,1218000,23.3,2,2,900,281,1994,-37.87695,145.2547,Knox City Council
Doreen,54 Merredin Cct,6,u,410000,4.6,1,1,0,51,1960,-37.85687,144.99748,Port Phillip City Council
Elsternwick,25 Park St,4,h,2635000,4.6,2,2,401,154,1910,-37.85565,145.00839,Stonnington City Council
Elsternwick,8 Prentice St,3,u,330000,4.5,1,1,0,51,1970,-37.8595,145.0076,Stonnington City Council
Elwood,127 Tennyson St,4,h,1590000,4.5,1,2,308,107,1930,-37.8492,145.0019,Stonnington City Council
Endeavour Hills,7 Ambrosia Ct,4,h,1100000,4.5,1,1,111,99,2001,-37.8525,145.0071,Stonnington City Council
Epping,28 Bail St,3,u,530000,4.5,1,1,0,76,1888,-37.851,144.988,Stonnington City Council
Essendon,58a Nimmo St,5,h,1500000,4.5,1,2,222,108,1930,-37.8501,144.9995,Stonnington City Council
Fitzroy North,25 Liverpool St,4,h,1180000,4.5,1,0,214,215,1900,-37.8577,145.0053,Stonnington City Council
Gisborne,47 Goode St,4,u,630000,4.5,1,1,0,59,1970,-37.8538,145.0088,Stonnington City Council
Glenroy,10 Glenroy Rd,4,u,685000,4.5,1,1,8220,87,1965,-37.8508,144.9874,Stonnington City Council
Greenvale,97 Frontier Av,4,h,860000,4.5,1,0,108,54,1905,-37.8508,145.0051,Stonnington City Council
Heathmont,9 Headline Ct,3,u,452000,5.1,1,1,0,46,1974,-37.8568,145.0004,Port Phillip City Council
Hoppers Crossing,111 Bethany Rd,3,u,474000,5.1,1,1,0,66,1985,-37.8552,145.0005,Port Phillip City Council
Hoppers Crossing,19 Warringa Cr,3,h,957500,4.6,1,1,136,58,1892,-37.85542,144.99571,Port Phillip City Council
Keilor East,16 Grant Gr,3,u,585000,5.1,1,1,0,79,1965,-37.8559,144.999,Port Phillip City Council
Keilor East,184 Rachelle Rd,4,h,2680000,5,2,1,324,265,1890,-37.86569,144.97919,Port Phillip City Council
Kensington,13 Albermarle St,3,h,1301000,6.1,1,1,165,97,1910,-37.8658,144.9774,Port Phillip City Council
Kew,220 Cotham Rd,4,h,1310000,5,1,2,387,121,1900,-37.86566,144.99104,Port Phillip City Council
Lower Plenty,20 Lincoln Dr,3,u,517500,5,1,0,980,74,1920,-37.85954,144.98869,Port Phillip City Council
Lower Plenty,20A Lincoln Dr,1,u,380000,6.1,1,1,0,50,1960,-37.8656,144.9782,Port Phillip City Council
Malvern East,100A Argyll St,4,u,500000,6.1,1,1,5530,70,2001,-37.859,144.9767,Port Phillip City Council
Mernda,13 Balfour Dr,3,h,1891000,6.1,2,3,384,123,1915,-37.8645,144.9805,Port Phillip City Council
Mill Park,3 Fenech Cl,3,u,451000,6.1,1,1,0,41,2009,-37.8731,144.9799,Port Phillip City Council
Moonee Ponds,11 Holberg St,4,u,385000,6.1,1,1,0,53,2005,-37.8614,144.9741,Port Phillip City Council
Moonee Ponds,22 Norfolk St,3,u,500000,6.1,1,1,0,57,2001,-37.8668,144.9801,Port Phillip City Council
Northcote,16 Candy St,3,u,430000,6.1,1,1,1409,63,2000,-37.8661,144.9772,Port Phillip City Council
Nunawading,401 Springfield Rd,3,u,392000,6.1,1,1,0,43,2002,-37.8599,144.9766,Port Phillip City Council
Oakleigh,2 William St,4,h,1900000,6.1,2,2,507,202,1890,-37.8616,144.9807,Port Phillip City Council
Ormond,27 Thompson St,4,u,540000,6.1,1,1,0,70,2003,-37.8653,144.9824,Port Phillip City Council
Pascoe Vale,2C Heath St,4,u,475000,6.1,1,1,0,83,1970,-37.8604,144.9817,Port Phillip City Council
Point Cook,10 Tropic Cct,3,u,570000,6.1,2,1,0,70,2000,-37.8709,144.9807,Port Phillip City Council
Preston,1 Emerald St,2,u,400000,6.1,1,1,0,65,1970,-37.8619,144.976,Port Phillip City Council
Reservoir,18 Boldrewood Pde,3,u,503500,6.1,1,1,683,72,1940,-37.8594,144.9828,Port Phillip City Council
Reservoir,29 Excelsior St,3,t,1295000,6.1,2,2,0,200,2000,-37.8584,144.9802,Port Phillip City Council
Ringwood East,5 Hunter Ct,3,u,481000,6.1,1,1,0,61,1966,-37.8596,144.9889,Port Phillip City Council
Rosanna,5 Rowell St,4,u,1210000,6.1,1,1,0,49,1970,-37.8716,144.9828,Port Phillip City Council
Seddon,82 Albert St,2,u,785000,6.1,2,2,0,98,2006,-37.8647,144.9819,Port Phillip City Council
South Melbourne,46 Glover St,2,u,450000,6.1,1,1,0,61,2009,-37.8731,144.9799,Port Phillip City Council
Strathmore,39 Henshall Rd,3,h,875000,6.1,1,1,123,68,1900,-37.8641,144.9866,Port Phillip City Council
Sunbury,310 Elizabeth Dr,3,u,535000,6.1,1,1,0,70,1930,-37.8614,144.9793,Port Phillip City Council
Taylors Lakes,12 Nolan Pl,4,u,565000,6.1,2,1,0,76,2013,-37.8562,144.9844,Port Phillip City Council
Templestowe,303 Church Rd,5,u,520000,6.1,1,1,1235,63,1980,-37.8645,144.9749,Port Phillip City Council
Templestowe Lower,291 High St,4,u,902000,6.1,1,0,0,108,1920,-37.8681,144.9894,Port Phillip City Council
Templestowe Lower,65 Lowan Av,3,u,750000,6.1,2,1,0,105,2009,-37.8686,144.9812,Port Phillip City Council
Thornbury,335 Rossmoyne St,3,h,1678000,6.1,2,2,361,171,2016,-37.8663,144.9882,Port Phillip City Council
Wantirna,30 Gresford Rd,4,u,500000,6.1,2,2,0,104,2000,-37.859,144.9767,Port Phillip City Council
Watsonia North,78 Sellars St,4,u,760000,6.1,1,0,0,95,1930,-37.8718,144.9776,Port Phillip City Council
Werribee,90 Kookaburra Av,3,u,1100000,6.1,1,2,1458,141,1920,-37.8695,144.9763,Port Phillip City Council
Williamstown,12 Melbourne Rd,3,u,435000,6.1,1,1,0,69,1995,-37.8573,144.9825,Port Phillip City Council
Williamstown,193 Melbourne Rd,2,u,354000,6.1,1,1,1659,46,1960,-37.8699,144.9764,Port Phillip City Council
Williamstown,39 Sandpiper Pl,4,h,1819000,6.6,2,1,244,180,1900,-37.8668,144.9928,Port Phillip City Council
Wollert,10 Empress Av,4,u,410000,6.6,1,2,0,61,1965,-37.8731,144.9958,Port Phillip City Council
Broadmeadows,65 Graham St,3,u,442000,6.6,1,1,0,61,1960,-37.8726,144.9962,Port Phillip City Council
Craigieburn,112 Bridgewater Rd,4,u,540000,6.6,1,1,483,51,1970,-37.8727,144.9969,Port Phillip City Council
Craigieburn,64 Newbury Bvd,4,u,600000,6.4,1,1,2283,85,1980,-37.87078,144.99898,Port Phillip City Council
Dallas,12 Washington St,3,u,500000,7.7,1,1,0,76,1960,-37.8777,144.9891,Port Phillip City Council
Eltham,29 Green Pl,4,u,490000,7.7,1,1,0,53,2002,-37.8852,144.9877,Port Phillip City Council
Gladstone Park,37 Samara Gr,3,u,630000,7.2,1,1,637,73,1970,-37.88374,144.98518,Port Phillip City Council
Heidelberg,5/2 Vine St,3,u,520000,7.7,1,1,0,51,1930,-37.8761,144.9871,Port Phillip City Council
Hoppers Crossing,32 Sier Av,3,u,855000,7.7,1,1,1966,85,1960,-37.8725,144.9848,Port Phillip City Council
Lysterfield,7 Saunders Cl,3,u,790000,7.7,1,2,0,85,1940,-37.8794,144.9938,Port Phillip City Council
Melton South,38 Andrew St,3,u,590000,7.7,1,1,0,77,1970,-37.8757,144.9853,Port Phillip City Council
Mernda,6 Shura Dr,4,h,1875000,7.7,2,0,223,173,1910,-37.882,144.993,Port Phillip City Council
Mill Park,12 Statesman Cr,3,h,878500,7.7,2,1,75,122,2002,-37.8843,144.9917,Port Phillip City Council
Mulgrave,13 Anora Cr,4,u,543000,7.2,1,1,0,74,1960,-37.88042,144.9818,Port Phillip City Council
Point Cook,3 Ivory Av,4,h,1410000,7.2,1,1,249,117,1930,-37.87964,144.9856,Port Phillip City Council
Point Cook,18 Picton La,3,u,500000,7.7,1,1,0,63,1970,-37.8761,144.9821,Port Phillip City Council
Roxburgh Park,12 Almands Av,4,u,680000,7.7,1,1,0,67,1930,-37.8811,144.9797,Port Phillip City Council
South Melbourne,203/196 Albert Rd,2,u,390000,7.7,1,1,644,47,1960,-37.8798,144.994,Port Phillip City Council
South Melbourne,1009/148 Wells St,2,u,645000,7.7,1,1,0,75,1975,-37.8842,144.9829,Port Phillip City Council
South Melbourne,48 Glover St,2,u,347000,7.7,1,1,0,37,1970,-37.8839,144.9903,Port Phillip City Council
South Melbourne,46 Cobden St,3,u,570000,7.7,1,1,0,50,1940,-37.8831,144.9855,Port Phillip City Council
South Melbourne,372 Dorcas St,3,h,1875000,7.7,3,0,235,211,2005,-37.8775,144.9808,Port Phillip City Council
South Melbourne,5/38 Bank St,3,h,2200000,7.7,3,2,348,218,1900,-37.8748,144.9778,Port Phillip City Council
South Melbourne,164 Cecil St,3,u,687500,7.7,1,1,0,69,1930,-37.8828,144.9899,Port Phillip City Council
South Yarra,8/18 Darling St,2,u,526000,7.7,1,0,0,47,1930,-37.8809,144.9947,Port Phillip City Council
South Yarra,15/9 Darling St,2,h,1830000,7.7,2,2,374,162,1925,-37.8747,144.987,Port Phillip City Council
South Yarra,7/32 Marne St,2,u,480000,7.2,1,1,1210,65,1968,-37.8785,144.99316,Port Phillip City Council
South Yarra,19/110 Caroline St,2,h,1920000,7.2,3,2,339,117,1930,-37.88271,144.99216,Port Phillip City Council
South Yarra,26 Fawkner St,2,t,1035000,7.2,2,2,0,111,2010,-37.87472,144.98235,Port Phillip City Council
South Yarra,18/33 Kensington Rd,1,u,740000,8.5,1,1,0,97,1960,-37.8881,145.0097,Glen Eira City Council
South Yarra,76 Leopold St,3,h,1975000,7.2,2,2,458,165,1900,-37.88148,145.00539,Glen Eira City Council
South Yarra,1107/12 Yarra St,1,u,1240000,8.5,2,2,319,123,1990,-37.8922,145.0112,Glen Eira City Council
South Yarra,608/20 Garden St,2,h,2600000,8.5,2,2,527,184,1880,-37.883,145.0043,Glen Eira City Council
South Yarra,49 Leopold St,4,h,1800000,8.5,2,2,492,181,1905,-37.8789,145.0048,Glen Eira City Council
South Yarra,14/85 Caroline St,1,t,850000,8.5,2,2,108,142,2000,-37.8861,145.0014,Glen Eira City Council
South Yarra,37 Grosvenor St,3,h,1750000,8.5,2,2,517,207,1900,-37.8813,145.0063,Glen Eira City Council
South Yarra,22/49 Walsh St,1,h,2600000,8.5,3,2,701,273,1885,-37.8897,145.008,Glen Eira City Council
South Yarra,29 Nicholson St,3,h,2140000,7.2,2,2,650,255,1900,-37.8942,145.0098,Glen Eira City Council
South Yarra,62 Powell St,3,h,2105000,7.2,2,1,346,180,1890,-37.88319,145.01142,Glen Eira City Council
South Yarra,24/384 Toorak Rd,1,u,975000,7.2,1,1,1764,106,1970,-37.8879,145.01198,Glen Eira City Council
South Yarra,19/47 Rockley Rd,2,h,2200000,7.2,2,1,408,189,1925,-37.87979,145.01267,Glen Eira City Council
South Yarra,1/949 Punt Rd,1,h,2100000,7.2,2,1,346,180,1890,-37.88319,145.01142,Glen Eira City Council
South Yarra,7/48 Cromwell Rd,1,u,558500,7.2,1,1,1453,63,1970,-37.87827,144.99752,Port Phillip City Council
South Yarra,202/800 Chapel St,2,h,3050000,11.2,4,2,578,319,1995,-37.8989,145.0008,Bayside City Council
South Yarra,4/943 Punt Rd,2,t,2250000,11.2,2,2,230,281,2012,-37.9237,145.0056,Bayside City Council
South Yarra,13/4 Gordon Gr,2,h,1500000,11.2,2,1,549,195,1990,-37.8869,144.9982,Bayside City Council
South Yarra,12 Witchwood Cl,3,h,2210000,10.5,2,1,396,175,1908,-37.88779,144.99933,Bayside City Council
South Yarra,8/3 Barnsbury Rd,2,h,1925000,10.5,2,2,545,140,1920,-37.89085,144.99983,Bayside City Council
Southbank,9/81 Dodds St,3,h,2100000,10.5,2,2,525,262,1935,-37.92798,144.9948,Bayside City Council
Southbank,208/102 Wells St,2,t,1960000,10.5,2,2,709,36,1960,-37.91414,145.00527,Bayside City Council
Southbank,125/173 City Rd,1,h,2575000,11.2,2,2,517,195,1920,-37.894,144.9977,Bayside City Council
Southbank,7/100 Wells St,3,h,3025000,11.2,2,4,649,195,1967,-37.9056,144.9893,Bayside City Council
Southbank,2/66 Coventry St,2,u,1221000,11.2,2,2,0,109,1975,-37.9163,144.9901,Bayside City Council
Southbank,601/65 Coventry St,2,h,1850000,10.5,3,3,421,170,2000,-37.90542,145.00604,Bayside City Council
Southbank,75/285 City Rd,1,h,1975000,11.2,1,2,432,122,1930,-37.9172,144.996,Bayside City Council
Spotswood,10 Raleigh St,3,u,1300000,11.2,2,2,329,132,1940,-37.9172,145.004,Bayside City Council
Spotswood,59 Hope St,4,u,1100000,11.2,1,2,0,85,1935,-37.9131,144.995,Bayside City Council
Spotswood,13 Robb St,3,h,1875000,11.2,2,2,275,170,1991,-37.9153,144.9924,Bayside City Council
Spotswood,118 The Avenue,4,u,1266000,11.2,1,2,277,116,1950,-37.9268,144.991,Bayside City Council
Spotswood,154 Hudsons Rd,4,h,1385000,11.2,1,2,426,120,1935,-37.9254,145.0045,Bayside City Council
Spotswood,6 Abbott St,4,h,2800000,11.2,2,4,569,229,1910,-37.8962,145.0011,Bayside City Council
Spotswood,59 Hope St,4,h,2650000,10.5,2,2,645,219,1910,-37.90876,145.00743,Bayside City Council
St Kilda,31/12 Clyde St,1,h,1940000,10.7,2,2,682,240,1960,-37.9205,145.0122,Bayside City Council
St Kilda,10/352 Canterbury Rd,2,h,1825000,10.7,3,2,594,594,1973,-37.9029,145.0118,Bayside City Council
St Kilda,59 Clyde St,3,h,1780000,10.7,3,2,635,119,1935,-37.9205,145.0102,Bayside City Council
St Kilda,4/285 Barkly St,1,h,1301000,10.7,2,2,401,121,1926,-37.9062,145.0173,Bayside City Council
St Kilda,26/12 Fitzroy St,1,h,2550000,10.7,3,2,915,233,1960,-37.9231,145.0104,Bayside City Council
St Kilda,11/10 Carlisle St,1,h,1915000,10.7,2,0,645,238,1970,-37.9175,145.0116,Bayside City Council
St Kilda,201/63 Acland St,1,t,1230000,10.7,2,2,297,193,1980,-37.9124,145.0132,Bayside City Council
St Kilda,25/52 Fitzroy St,1,h,2310000,10.7,2,2,757,130,1930,-37.9266,145.0088,Bayside City Council
St Kilda,12 Gurner St,4,h,1650000,10.3,2,5,773,275,1950,-37.93203,145.02844,Bayside City Council
St Kilda,301/8 Blanche St,2,h,2070000,10.3,2,2,602,235,1950,-37.92367,145.00993,Bayside City Council
St Kilda,14/31 Burnett St,2,t,950000,10.3,2,2,217,0,2000,-37.9067,145.0247,Bayside City Council
